fd,type,laddr,raddr,pid,detection_time,closed_time
77,1,"addr(ip='192.168.1.38', port=58780)","addr(ip='93.184.220.66', port=443)",4093,1620553317,1620553508
107,1,"addr(ip='192.168.1.38', port=44336)","addr(ip='89.238.68.185', port=443)",4093,1620553327,1620553508
114,2,"addr(ip='192.168.1.38', port=34663)","addr(ip='172.217.168.162', port=443)",4093,1620553458,1620553508
73,2,"addr(ip='192.168.1.38', port=48748)","addr(ip='142.250.200.98', port=443)",4093,1620553468,1620553508
125,2,"addr(ip='192.168.1.38', port=35746)","addr(ip='142.250.200.110', port=443)",4093,1620553478,1620553508
102,2,"addr(ip='192.168.1.38', port=42710)","addr(ip='172.217.168.174', port=443)",4093,1620553478,1620553508
37,1,"addr(ip='192.168.1.38', port=54070)","addr(ip='95.216.26.30', port=443)",4093,1620553034,1620553518
110,1,"addr(ip='192.168.1.38', port=54070)","addr(ip='142.250.184.3', port=443)",4093,1620553317,1620553518
80,1,"addr(ip='192.168.1.38', port=55598)","addr(ip='89.238.68.168', port=443)",4093,1620553317,1620553518
111,1,"addr(ip='192.168.1.38', port=44338)","addr(ip='89.238.68.185', port=443)",4093,1620553327,1620553518
83,2,"addr(ip='192.168.1.38', port=52994)","addr(ip='216.58.215.132', port=443)",4093,1620553458,1620553518
91,1,"addr(ip='192.168.1.38', port=43758)","addr(ip='142.250.200.78', port=443)",4093,1620553327,1620553528
92,2,"addr(ip='192.168.1.38', port=34548)","addr(ip='142.250.184.174', port=443)",4093,1620553468,1620553528
54,2,"addr(ip='192.168.1.38', port=52128)","addr(ip='216.58.209.66', port=443)",4093,1620553498,1620553528
105,1,"addr(ip='192.168.1.38', port=58122)","addr(ip='104.18.14.218', port=443)",4093,1620552721,1620553538
99,1,"addr(ip='192.168.1.38', port=38814)","addr(ip='104.16.190.66', port=443)",4093,1620552721,1620553538
122,2,"addr(ip='192.168.1.38', port=53938)","addr(ip='172.217.168.170', port=443)",4093,1620553478,1620553538
36,1,"addr(ip='192.168.1.38', port=55948)","addr(ip='140.82.113.25', port=443)",4093,1620552620,1620553548
75,1,"addr(ip='192.168.1.38', port=54170)","addr(ip='34.247.104.176', port=443)",4093,1620553458,1620553548
113,1,"addr(ip='192.168.1.38', port=48306)","addr(ip='31.13.83.8', port=443)",4093,1620553478,1620553548
64,2,"addr(ip='192.168.1.38', port=44480)","addr(ip='142.250.185.3', port=443)",4093,1620553508,1620553548
33,1,"addr(ip='192.168.1.38', port=52824)","addr(ip='40.126.31.140', port=443)",2729,1620553357,1620553559
67,2,"addr(ip='192.168.1.38', port=35938)","addr(ip='216.58.209.66', port=443)",4093,1620553548,1620553569
48,1,"addr(ip='192.168.1.38', port=34438)","addr(ip='151.101.134.110', port=443)",4093,1620552964,1620553579
83,2,"addr(ip='192.168.1.38', port=56112)","addr(ip='172.217.168.162', port=443)",4093,1620553548,1620553579
54,2,"addr(ip='192.168.1.38', port=37671)","addr(ip='142.250.185.3', port=443)",4093,1620553548,1620553579
73,2,"addr(ip='192.168.1.38', port=38723)","addr(ip='142.250.200.67', port=443)",4093,1620553548,1620553579
62,2,"addr(ip='192.168.1.38', port=45669)","addr(ip='216.58.215.132', port=443)",4093,1620553548,1620553589
88,2,"addr(ip='192.168.1.38', port=43560)","addr(ip='172.217.168.162', port=443)",4093,1620553548,1620553589
99,2,"addr(ip='192.168.1.38', port=47356)","addr(ip='142.250.200.110', port=443)",4093,1620553559,1620553589
93,2,"addr(ip='192.168.1.38', port=50235)","addr(ip='216.58.215.131', port=443)",4093,1620553559,1620553589
92,2,"addr(ip='192.168.1.38', port=42010)","addr(ip='142.250.200.78', port=443)",4093,1620553559,1620553589
37,2,"addr(ip='192.168.1.38', port=35548)","addr(ip='172.217.168.174', port=443)",4093,1620553559,1620553589
107,2,"addr(ip='192.168.1.38', port=39140)","addr(ip='142.250.178.174', port=443)",4093,1620553569,1620553599
61,1,"addr(ip='192.168.1.38', port=38900)","addr(ip='142.250.185.3', port=443)",4093,1620553458,1620553609
119,1,"addr(ip='192.168.1.38', port=45358)","addr(ip='142.250.200.110', port=443)",4093,1620553478,1620553609
123,2,"addr(ip='192.168.1.38', port=49060)","addr(ip='142.250.185.3', port=443)",4093,1620553579,1620553609
55,1,"addr(ip='192.168.1.38', port=48716)","addr(ip='104.126.107.233', port=443)",4093,1620553296,1620553619
43,1,"addr(ip='192.168.1.38', port=46642)","addr(ip='34.206.144.132', port=443)",4093,1620553387,1620553619
61,1,"addr(ip='192.168.1.38', port=58884)","addr(ip='93.184.220.66', port=443)",4093,1620553548,1620553619
62,2,"addr(ip='192.168.1.38', port=37898)","addr(ip='216.58.209.78', port=443)",4093,1620553589,1620553619
91,1,"addr(ip='192.168.1.38', port=60742)","addr(ip='193.144.61.75', port=443)",4093,1620553589,1620553619
67,2,"addr(ip='192.168.1.38', port=41496)","addr(ip='172.217.17.14', port=443)",4093,1620553589,1620553619
39,1,"addr(ip='192.168.1.38', port=58686)","addr(ip='216.58.209.67', port=443)",4093,1620553296,1620553629
89,2,"addr(ip='192.168.1.38', port=50874)","addr(ip='172.217.168.174', port=443)",4093,1620553458,1620553629
75,2,"addr(ip='192.168.1.38', port=53002)","addr(ip='172.217.168.174', port=443)",4093,1620553559,1620553629
91,1,"addr(ip='192.168.1.38', port=41998)","addr(ip='142.250.184.174', port=443)",4093,1620553468,1620553649
88,1,"addr(ip='192.168.1.38', port=38554)","addr(ip='52.13.204.6', port=443)",4093,1620553589,1620553649
43,2,"addr(ip='192.168.1.38', port=48859)","addr(ip='142.250.185.3', port=443)",4093,1620553619,1620553649
87,1,"addr(ip='192.168.1.38', port=46500)","addr(ip='192.0.76.3', port=443)",4093,1620553478,1620553659
112,1,"addr(ip='192.168.1.38', port=38176)","addr(ip='192.0.77.32', port=443)",4093,1620553478,1620553659
126,1,"addr(ip='192.168.1.38', port=60616)","addr(ip='192.0.78.22', port=443)",4093,1620553478,1620553659
117,1,"addr(ip='192.168.1.38', port=38468)","addr(ip='192.0.78.18', port=443)",4093,1620553478,1620553659
110,1,"addr(ip='192.168.1.38', port=49522)","addr(ip='192.0.73.2', port=443)",4093,1620553478,1620553659
137,1,"addr(ip='192.168.1.38', port=37252)","addr(ip='192.0.72.28', port=443)",4093,1620553478,1620553659
118,1,"addr(ip='192.168.1.38', port=38178)","addr(ip='192.0.77.32', port=443)",4093,1620553478,1620553659
111,1,"addr(ip='192.168.1.38', port=46214)","addr(ip='192.0.78.24', port=443)",4093,1620553478,1620553659
-1,1,"addr(ip='192.168.1.38', port=51232)","addr(ip='172.217.17.10', port=443)",0,1620553599,1620553659
62,2,"addr(ip='192.168.1.38', port=53274)","addr(ip='216.239.38.117', port=443)",4093,1620553629,1620553659
143,1,"addr(ip='192.168.1.38', port=41670)","addr(ip='162.247.243.146', port=443)",4093,1620552964,1620553690
38,1,"addr(ip='192.168.1.38', port=50876)","addr(ip='89.238.68.190', port=443)",4093,1620553508,1620553690
89,1,"addr(ip='192.168.1.38', port=52884)","addr(ip='172.217.168.162', port=443)",4093,1620553548,1620553690
77,1,"addr(ip='192.168.1.38', port=52882)","addr(ip='172.217.168.162', port=443)",4093,1620553548,1620553690
102,1,"addr(ip='192.168.1.38', port=45408)","addr(ip='142.250.200.110', port=443)",4093,1620553559,1620553690
105,1,"addr(ip='192.168.1.38', port=56756)","addr(ip='172.217.168.174', port=443)",4093,1620553559,1620553690
15,1,"addr(ip='192.168.1.38', port=51230)","addr(ip='172.217.17.10', port=443)",4045,1620553599,1620553720
-1,1,"addr(ip='192.168.1.38', port=45028)","addr(ip='34.122.121.32', port=80)",0,1620553669,1620553730
285,2,"addr(ip='192.168.1.38', port=38412)",(),4054,1620553720,1620553730
31,1,"addr(ip='192.168.1.38', port=35510)","addr(ip='52.113.205.4', port=443)",2729,1620553438,1620553740
58,1,"addr(ip='192.168.1.38', port=56270)","addr(ip='35.174.210.7', port=443)",4093,1620553508,1620553740
52,1,"addr(ip='192.168.1.38', port=56268)","addr(ip='35.174.210.7', port=443)",4093,1620553508,1620553740
50,1,"addr(ip='192.168.1.38', port=53490)","addr(ip='52.72.43.177', port=443)",4093,1620553508,1620553740
169,1,"addr(ip='192.168.1.38', port=45436)","addr(ip='151.101.134.49', port=443)",4093,1620552742,1620553750
86,1,"addr(ip='192.168.1.38', port=34070)","addr(ip='89.238.68.193', port=443)",4093,1620553317,1620553770
79,1,"addr(ip='192.168.1.38', port=55596)","addr(ip='89.238.68.168', port=443)",4093,1620553317,1620553770
92,1,"addr(ip='192.168.1.38', port=44454)","addr(ip='89.238.68.185', port=443)",4093,1620553589,1620553770
83,1,"addr(ip='192.168.1.38', port=41152)","addr(ip='54.187.159.182', port=443)",4093,1620553589,1620553770
38,2,"addr(ip='192.168.1.38', port=46579)","addr(ip='142.250.185.3', port=443)",4093,1620553740,1620553770
75,1,"addr(ip='192.168.1.38', port=52038)","addr(ip='213.254.244.22', port=443)",4093,1620553760,1620553770
66,1,"addr(ip='192.168.1.38', port=55572)","addr(ip='213.254.244.19', port=443)",4093,1620553760,1620553770
77,1,"addr(ip='192.168.1.38', port=52040)","addr(ip='213.254.244.22', port=443)",4093,1620553760,1620553770
63,1,"addr(ip='192.168.1.38', port=55570)","addr(ip='213.254.244.19', port=443)",4093,1620553760,1620553770
86,1,"addr(ip='192.168.1.38', port=33338)","addr(ip='172.217.168.164', port=443)",4093,1620553770,1620553780
63,1,"addr(ip='192.168.1.38', port=33336)","addr(ip='172.217.168.164', port=443)",4093,1620553770,1620553780
88,1,"addr(ip='192.168.1.38', port=36544)","addr(ip='172.217.168.163', port=443)",4093,1620553780,1620553790
135,1,"addr(ip='192.168.1.38', port=34540)","addr(ip='46.101.248.169', port=443)",4093,1620553780,1620553790
80,1,"addr(ip='192.168.1.38', port=46480)","addr(ip='207.244.88.140', port=443)",4093,1620553034,1620553801
34,1,"addr(ip='192.168.1.38', port=46480)","addr(ip='142.250.178.174', port=443)",4093,1620553569,1620553801
48,1,"addr(ip='192.168.1.38', port=38976)","addr(ip='142.250.185.3', port=443)",4093,1620553579,1620553801
75,2,"addr(ip='192.168.1.38', port=38836)","addr(ip='172.67.197.53', port=443)",4093,1620553770,1620553801
79,2,"addr(ip='192.168.1.38', port=43916)","addr(ip='162.159.153.4', port=443)",4093,1620553770,1620553801
87,2,"addr(ip='192.168.1.38', port=35841)","addr(ip='172.217.168.164', port=443)",4093,1620553770,1620553801
89,2,"addr(ip='192.168.1.38', port=52557)","addr(ip='142.250.201.67', port=443)",4093,1620553770,1620553801
125,1,"addr(ip='192.168.1.38', port=42002)","addr(ip='185.43.182.104', port=443)",4093,1620553780,1620553801
83,2,"addr(ip='192.168.1.38', port=55271)","addr(ip='142.250.200.66', port=443)",4093,1620553780,1620553801
88,1,"addr(ip='192.168.1.38', port=37656)","addr(ip='91.192.111.86', port=443)",4093,1620553790,1620553801
80,2,"addr(ip='192.168.1.38', port=37745)","addr(ip='172.217.168.164', port=443)",4093,1620553770,1620553811
38,2,"addr(ip='192.168.1.38', port=48688)","addr(ip='142.250.200.67', port=443)",4093,1620553770,1620553811
77,2,"addr(ip='192.168.1.38', port=46357)","addr(ip='216.58.215.130', port=443)",4093,1620553770,1620553811
116,2,"addr(ip='192.168.1.38', port=37693)","addr(ip='142.250.200.98', port=443)",4093,1620553780,1620553811
138,2,"addr(ip='192.168.1.38', port=38287)","addr(ip='74.125.168.40', port=443)",4093,1620553780,1620553811
93,2,"addr(ip='192.168.1.38', port=34581)","addr(ip='142.250.200.131', port=443)",4093,1620553780,1620553811
122,2,"addr(ip='192.168.1.38', port=51745)","addr(ip='142.250.200.66', port=443)",4093,1620553780,1620553811
153,2,"addr(ip='192.168.1.38', port=57137)","addr(ip='142.250.184.174', port=443)",4093,1620553780,1620553811
92,2,"addr(ip='192.168.1.38', port=53443)","addr(ip='142.250.200.78', port=443)",4093,1620553780,1620553811
105,2,"addr(ip='192.168.1.38', port=40408)","addr(ip='172.217.17.14', port=443)",4093,1620553780,1620553811
133,2,"addr(ip='192.168.1.38', port=42527)","addr(ip='142.250.184.170', port=443)",4093,1620553780,1620553811
112,2,"addr(ip='192.168.1.38', port=34674)","addr(ip='74.125.133.157', port=443)",4093,1620553780,1620553811
145,2,"addr(ip='192.168.1.38', port=44242)","addr(ip='172.217.168.170', port=443)",4093,1620553780,1620553811
113,2,"addr(ip='192.168.1.38', port=43575)","addr(ip='142.250.200.67', port=443)",4093,1620553780,1620553811
102,2,"addr(ip='192.168.1.38', port=54920)","addr(ip='142.250.185.14', port=443)",4093,1620553780,1620553811
117,2,"addr(ip='192.168.1.38', port=46532)","addr(ip='142.250.200.142', port=443)",4093,1620553780,1620553811
132,2,"addr(ip='192.168.1.38', port=41045)","addr(ip='74.125.206.154', port=443)",4093,1620553780,1620553811
86,2,"addr(ip='192.168.1.38', port=38793)","addr(ip='216.58.209.65', port=443)",4093,1620553780,1620553811
118,2,"addr(ip='192.168.1.38', port=59104)","addr(ip='172.217.168.163', port=443)",4093,1620553780,1620553811
126,2,"addr(ip='192.168.1.38', port=46289)","addr(ip='172.217.17.6', port=443)",4093,1620553780,1620553811
111,2,"addr(ip='192.168.1.38', port=41830)","addr(ip='142.250.184.10', port=443)",4093,1620553780,1620553811
66,2,"addr(ip='192.168.1.38', port=47740)","addr(ip='142.250.184.14', port=443)",4093,1620553780,1620553811
137,2,"addr(ip='192.168.1.38', port=60841)","addr(ip='104.16.18.94', port=443)",4093,1620553780,1620553811
119,2,"addr(ip='192.168.1.38', port=53566)","addr(ip='31.13.83.36', port=443)",4093,1620553780,1620553811
124,2,"addr(ip='192.168.1.38', port=55739)","addr(ip='142.250.200.102', port=443)",4093,1620553780,1620553811
127,2,"addr(ip='192.168.1.38', port=47077)","addr(ip='172.217.17.6', port=443)",4093,1620553780,1620553811
96,2,"addr(ip='192.168.1.38', port=37237)","addr(ip='142.250.200.72', port=443)",4093,1620553780,1620553811
115,2,"addr(ip='192.168.1.38', port=59029)","addr(ip='172.217.168.162', port=443)",4093,1620553780,1620553811
148,2,"addr(ip='192.168.1.38', port=59228)","addr(ip='74.125.168.42', port=443)",4093,1620553780,1620553811
91,2,"addr(ip='192.168.1.38', port=59609)","addr(ip='142.250.185.14', port=443)",4093,1620553780,1620553811
115,1,"addr(ip='192.168.1.38', port=33250)","addr(ip='213.254.244.13', port=443)",4093,1620553034,1620553821
74,1,"addr(ip='192.168.1.38', port=51262)","addr(ip='104.244.42.72', port=443)",4093,1620553317,1620553821
69,1,"addr(ip='192.168.1.38', port=33254)","addr(ip='151.101.132.176', port=443)",4093,1620553317,1620553821
94,1,"addr(ip='192.168.1.38', port=33250)","addr(ip='151.101.132.176', port=443)",4093,1620553317,1620553821
46,1,"addr(ip='192.168.1.38', port=48870)","addr(ip='104.126.107.233', port=443)",4093,1620553619,1620553821
136,2,"addr(ip='192.168.1.38', port=53086)","addr(ip='142.250.200.66', port=443)",4093,1620553780,1620553821
63,1,"addr(ip='192.168.1.38', port=34236)","addr(ip='152.199.21.175', port=443)",4093,1620553780,1620553821
-1,1,"addr(ip='192.168.1.38', port=56130)","addr(ip='172.217.168.161', port=443)",0,1620553821,1620553831
54,1,"addr(ip='192.168.1.38', port=55734)","addr(ip='172.217.17.14', port=443)",4093,1620553589,1620553841
-1,1,"addr(ip='192.168.1.38', port=59436)","addr(ip='74.125.168.42', port=443)",0,1620553780,1620553841
-1,1,"addr(ip='192.168.1.38', port=58140)","addr(ip='74.125.168.40', port=443)",0,1620553780,1620553841
123,2,"addr(ip='192.168.1.38', port=34627)","addr(ip='216.239.32.3', port=443)",4093,1620553780,1620553851
114,2,"addr(ip='192.168.1.38', port=60201)","addr(ip='142.250.200.66', port=443)",4093,1620553780,1620553851
91,2,"addr(ip='192.168.1.38', port=36010)","addr(ip='74.125.168.42', port=443)",4093,1620553821,1620553851
283,2,"addr(ip='192.168.1.38', port=59147)",(),4054,1620553841,1620553851
134,2,"addr(ip='192.168.1.38', port=43804)","addr(ip='142.250.184.162', port=443)",4093,1620553790,1620553861
34,2,"addr(ip='192.168.1.38', port=36075)","addr(ip='172.217.17.3', port=443)",4093,1620553831,1620553861
130,1,"addr(ip='192.168.1.38', port=45820)","addr(ip='216.58.215.132', port=443)",4093,1620553579,1620553882
34,1,"addr(ip='192.168.1.38', port=35920)","addr(ip='162.247.243.147', port=443)",4093,1620553740,1620553882
54,1,"addr(ip='192.168.1.38', port=55784)","addr(ip='172.217.17.14', port=443)",4093,1620553780,1620553882
152,1,"addr(ip='192.168.1.38', port=52910)","addr(ip='172.217.168.170', port=443)",4093,1620553780,1620553882
107,1,"addr(ip='192.168.1.38', port=38828)","addr(ip='142.250.201.78', port=443)",4093,1620553780,1620553882
99,1,"addr(ip='192.168.1.38', port=58264)","addr(ip='142.250.200.66', port=443)",4093,1620553780,1620553882
142,1,"addr(ip='192.168.1.38', port=49758)","addr(ip='142.250.200.72', port=443)",4093,1620553780,1620553882
121,1,"addr(ip='192.168.1.38', port=53488)","addr(ip='216.58.215.162', port=443)",4093,1620553780,1620553882
128,1,"addr(ip='192.168.1.38', port=37908)","addr(ip='216.239.32.3', port=443)",4093,1620553780,1620553882
131,1,"addr(ip='192.168.1.38', port=40118)","addr(ip='142.250.184.170', port=443)",4093,1620553780,1620553882
140,1,"addr(ip='192.168.1.38', port=58142)","addr(ip='74.125.168.40', port=443)",4093,1620553780,1620553882
-1,1,"addr(ip='192.168.1.38', port=37666)","addr(ip='91.192.111.86', port=443)",0,1620553821,1620553882
-1,1,"addr(ip='192.168.1.38', port=49720)","addr(ip='34.120.186.93', port=443)",0,1620553821,1620553882
-1,1,"addr(ip='192.168.1.38', port=34490)","addr(ip='142.250.201.74', port=443)",0,1620553821,1620553882
-1,1,"addr(ip='192.168.1.38', port=59444)","addr(ip='74.125.168.42', port=443)",0,1620553821,1620553882
33,1,"addr(ip='192.168.1.38', port=36324)","addr(ip='52.113.194.132', port=443)",2729,1620553760,1620553892
-1,1,"addr(ip='192.168.1.38', port=58786)","addr(ip='216.58.215.138', port=443)",0,1620553831,1620553892
-1,1,"addr(ip='192.168.1.38', port=58794)","addr(ip='216.58.215.138', port=443)",0,1620553831,1620553892
-1,1,"addr(ip='192.168.1.38', port=58798)","addr(ip='216.58.215.138', port=443)",0,1620553831,1620553892
-1,1,"addr(ip='192.168.1.38', port=58806)","addr(ip='216.58.215.138', port=443)",0,1620553831,1620553892
-1,1,"addr(ip='192.168.1.38', port=58802)","addr(ip='216.58.215.138', port=443)",0,1620553831,1620553892
-1,1,"addr(ip='192.168.1.38', port=58790)","addr(ip='216.58.215.138', port=443)",0,1620553831,1620553892
39,2,"addr(ip='192.168.1.38', port=54003)","addr(ip='172.217.17.3', port=443)",4093,1620553871,1620553902
34,2,"addr(ip='192.168.1.38', port=45215)","addr(ip='142.250.185.14', port=443)",4093,1620553871,1620553902
31,1,"addr(ip='192.168.1.38', port=47206)","addr(ip='52.114.92.152', port=443)",2729,1620553750,1620553912
54,2,"addr(ip='192.168.1.38', port=46483)","addr(ip='172.217.168.163', port=443)",4093,1620553882,1620553912
79,2,"addr(ip='192.168.1.38', port=36078)","addr(ip='142.250.185.14', port=443)",4093,1620553902,1620553932
39,2,"addr(ip='192.168.1.38', port=37719)","addr(ip='142.250.184.162', port=443)",4093,1620553902,1620553932
74,2,"addr(ip='192.168.1.38', port=56594)","addr(ip='142.250.200.99', port=443)",4093,1620553902,1620553932
63,2,"addr(ip='192.168.1.38', port=58151)","addr(ip='142.250.185.3', port=443)",4093,1620553902,1620553932
75,2,"addr(ip='192.168.1.38', port=41081)","addr(ip='216.58.215.176', port=443)",4093,1620553902,1620553932
34,2,"addr(ip='192.168.1.38', port=60662)","addr(ip='172.217.17.3', port=443)",4093,1620553902,1620553932
187,1,"addr(ip='192.168.1.38', port=33086)","addr(ip='13.32.89.60', port=443)",4093,1620552832,1620553962
34,2,"addr(ip='192.168.1.38', port=33086)","addr(ip='216.239.32.116', port=443)",4093,1620553932,1620553962
283,2,"addr(ip='192.168.1.38', port=37433)",(),4054,1620553962,1620553973
39,2,"addr(ip='192.168.1.38', port=41513)","addr(ip='172.217.17.3', port=443)",4093,1620553952,1620554025
-1,1,"addr(ip='192.168.1.38', port=51758)","addr(ip='35.224.170.84', port=80)",0,1620553962,1620554025
110,1,"addr(ip='192.168.1.38', port=41566)","addr(ip='142.250.185.14', port=443)",4093,1620552792,1620554045
55,1,"addr(ip='192.168.1.38', port=41566)","addr(ip='18.215.95.219', port=443)",4093,1620553629,1620554045
43,1,"addr(ip='192.168.1.38', port=34838)","addr(ip='54.175.253.7', port=443)",4093,1620553740,1620554045
48,1,"addr(ip='192.168.1.38', port=34834)","addr(ip='52.0.218.127', port=443)",4093,1620553740,1620554045
52,1,"addr(ip='192.168.1.38', port=34836)","addr(ip='52.0.218.127', port=443)",4093,1620553750,1620554045
39,2,"addr(ip='192.168.1.38', port=50402)","addr(ip='142.250.200.130', port=443)",4093,1620554025,1620554055
66,1,"addr(ip='192.168.1.38', port=54456)","addr(ip='142.250.184.162', port=443)",4093,1620553902,1620554065
32,1,"addr(ip='192.168.1.38', port=36422)","addr(ip='52.113.194.132', port=443)",2729,1620553942,1620554065
74,2,"addr(ip='192.168.1.38', port=32876)","addr(ip='172.217.168.162', port=443)",4093,1620554035,1620554065
34,2,"addr(ip='192.168.1.38', port=56220)","addr(ip='142.250.200.131', port=443)",4093,1620554035,1620554065
31,1,"addr(ip='192.168.1.38', port=48244)","addr(ip='52.113.205.29', port=443)",2729,1620553973,1620554105
34,2,"addr(ip='192.168.1.38', port=56084)","addr(ip='142.250.200.131', port=443)",4093,1620554105,1620554136
39,2,"addr(ip='192.168.1.38', port=40378)","addr(ip='216.239.32.116', port=443)",4093,1620554115,1620554136
46,1,"addr(ip='192.168.1.38', port=37758)","addr(ip='35.211.41.247', port=443)",4093,1620553871,1620554176
34,2,"addr(ip='192.168.1.38', port=55073)","addr(ip='172.217.5.99', port=443)",4093,1620554176,1620554196
46,2,"addr(ip='192.168.1.38', port=40862)","addr(ip='216.58.209.78', port=443)",4093,1620554186,1620554206
66,2,"addr(ip='192.168.1.38', port=56677)","addr(ip='142.250.200.131', port=443)",4093,1620554186,1620554216
75,2,"addr(ip='192.168.1.38', port=45277)","addr(ip='142.250.184.174', port=443)",4093,1620554186,1620554216
74,2,"addr(ip='192.168.1.38', port=60705)","addr(ip='172.217.168.161', port=443)",4093,1620554186,1620554216
66,1,"addr(ip='192.168.1.38', port=33648)","addr(ip='142.250.200.68', port=443)",4093,1620554216,1620554226
77,1,"addr(ip='192.168.1.38', port=59526)","addr(ip='216.58.215.176', port=443)",4093,1620553902,1620554237
66,1,"addr(ip='192.168.1.38', port=56948)","addr(ip='142.250.200.130', port=443)",4093,1620554025,1620554237
75,1,"addr(ip='192.168.1.38', port=53056)","addr(ip='172.217.168.162', port=443)",4093,1620554035,1620554237
80,1,"addr(ip='192.168.1.38', port=42346)","addr(ip='142.250.185.14', port=443)",4093,1620553902,1620554247
113,2,"addr(ip='192.168.1.38', port=58729)","addr(ip='216.239.32.3', port=443)",4093,1620554216,1620554247
-1,2,"addr(ip='192.168.1.38', port=60565)","addr(ip='142.250.178.162', port=443)",0,1620554216,1620554247
34,2,"addr(ip='192.168.1.38', port=51323)","addr(ip='216.58.215.131', port=443)",4093,1620554216,1620554247
74,2,"addr(ip='192.168.1.38', port=42829)","addr(ip='172.217.168.163', port=443)",4093,1620554216,1620554247
91,2,"addr(ip='192.168.1.38', port=33606)","addr(ip='216.58.215.174', port=443)",4093,1620554216,1620554247
94,2,"addr(ip='192.168.1.38', port=48060)","addr(ip='142.250.184.163', port=443)",4093,1620554216,1620554247
75,2,"addr(ip='192.168.1.38', port=56380)","addr(ip='216.58.215.142', port=443)",4093,1620554216,1620554247
93,2,"addr(ip='192.168.1.38', port=38780)","addr(ip='216.58.215.130', port=443)",4093,1620554216,1620554247
46,2,"addr(ip='192.168.1.38', port=41099)","addr(ip='142.250.200.68', port=443)",4093,1620554216,1620554257
66,2,"addr(ip='192.168.1.38', port=59867)","addr(ip='31.13.83.36', port=443)",4093,1620554226,1620554257
102,2,"addr(ip='192.168.1.38', port=49259)","addr(ip='142.250.200.78', port=443)",4093,1620554226,1620554257
110,2,"addr(ip='192.168.1.38', port=37972)","addr(ip='216.58.215.130', port=443)",4093,1620554226,1620554257
92,2,"addr(ip='192.168.1.38', port=36776)","addr(ip='142.250.201.74', port=443)",4093,1620554226,1620554257
107,2,"addr(ip='192.168.1.38', port=51199)","addr(ip='142.250.184.174', port=443)",4093,1620554237,1620554257
63,1,"addr(ip='192.168.1.38', port=56502)","addr(ip='92.123.56.158', port=443)",4093,1620553952,1620554287
114,1,"addr(ip='192.168.1.38', port=49424)","addr(ip='142.250.184.163', port=443)",4093,1620554216,1620554287
-1,1,"addr(ip='192.168.1.38', port=32914)","addr(ip='212.128.121.90', port=80)",0,1620554226,1620554287
-1,1,"addr(ip='192.168.1.38', port=32918)","addr(ip='212.128.121.90', port=80)",0,1620554226,1620554287
89,1,"addr(ip='192.168.1.38', port=33544)","addr(ip='31.13.83.36', port=443)",4093,1620554226,1620554297
119,1,"addr(ip='192.168.1.38', port=39248)","addr(ip='31.13.83.4', port=443)",4093,1620554226,1620554297
122,1,"addr(ip='192.168.1.38', port=39250)","addr(ip='31.13.83.4', port=443)",4093,1620554226,1620554297
46,2,"addr(ip='192.168.1.38', port=49087)","addr(ip='172.217.168.163', port=443)",4093,1620554277,1620554307
74,2,"addr(ip='192.168.1.38', port=40005)","addr(ip='142.250.200.131', port=443)",4093,1620554277,1620554307
91,2,"addr(ip='192.168.1.38', port=42275)","addr(ip='216.58.215.130', port=443)",4093,1620554287,1620554307
34,2,"addr(ip='192.168.1.38', port=33759)","addr(ip='142.250.200.68', port=443)",4093,1620554277,1620554317
87,2,"addr(ip='192.168.1.38', port=45448)","addr(ip='142.250.178.162', port=443)",4093,1620554277,1620554317
75,2,"addr(ip='192.168.1.38', port=56533)","addr(ip='142.250.200.78', port=443)",4093,1620554287,1620554317
92,2,"addr(ip='192.168.1.38', port=58290)","addr(ip='216.58.215.174', port=443)",4093,1620554287,1620554317
96,2,"addr(ip='192.168.1.38', port=48259)","addr(ip='142.250.200.131', port=443)",4093,1620554287,1620554317
94,2,"addr(ip='192.168.1.38', port=36332)","addr(ip='142.250.178.174', port=443)",4093,1620554287,1620554317
93,2,"addr(ip='192.168.1.38', port=58098)","addr(ip='216.58.215.131', port=443)",4093,1620554287,1620554317
83,2,"addr(ip='192.168.1.38', port=48034)","addr(ip='142.250.184.174', port=443)",4093,1620554287,1620554327
166,1,"addr(ip='192.168.1.38', port=37996)","addr(ip='23.210.36.252', port=443)",4093,1620552742,1620554347
48,1,"addr(ip='192.168.1.38', port=56456)","addr(ip='35.174.210.7', port=443)",4093,1620554045,1620554347
58,1,"addr(ip='192.168.1.38', port=35522)","addr(ip='3.216.119.111', port=443)",4093,1620554045,1620554347
52,1,"addr(ip='192.168.1.38', port=56458)","addr(ip='35.174.210.7', port=443)",4093,1620554045,1620554347
43,1,"addr(ip='192.168.1.38', port=35516)","addr(ip='3.216.119.111', port=443)",4093,1620554045,1620554347
39,1,"addr(ip='192.168.1.38', port=39768)","addr(ip='172.217.5.99', port=443)",4093,1620554176,1620554347
67,1,"addr(ip='192.168.1.38', port=44912)","addr(ip='142.250.200.131', port=443)",4093,1620554186,1620554347
115,1,"addr(ip='192.168.1.38', port=38016)","addr(ip='216.239.32.3', port=443)",4093,1620554216,1620554347
83,1,"addr(ip='192.168.1.38', port=37996)","addr(ip='216.58.215.142', port=443)",4093,1620554216,1620554347
99,1,"addr(ip='192.168.1.38', port=42896)","addr(ip='216.58.215.130', port=443)",4093,1620554216,1620554347
