fd,type,laddr,raddr,pid,detection_time,closed_time
30,1,"addr(ip='192.168.1.38', port=37018)","addr(ip='40.77.226.250', port=443)",10363,1620552631,1620552641
165,2,"addr(ip='192.168.1.38', port=56435)",(),4054,1620552641,1620552651
31,1,"addr(ip='192.168.1.38', port=39512)","addr(ip='52.114.104.172', port=443)",2729,1620552620,1620552671
33,1,"addr(ip='192.168.1.38', port=35314)","addr(ip='52.113.194.132', port=443)",2729,1620552620,1620552691
67,1,"addr(ip='192.168.1.38', port=49044)","addr(ip='142.250.201.68', port=443)",4093,1620552691,1620552711
64,1,"addr(ip='192.168.1.38', port=49042)","addr(ip='142.250.201.68', port=443)",4093,1620552691,1620552711
66,2,"addr(ip='192.168.1.38', port=36952)","addr(ip='142.250.201.68', port=443)",4093,1620552691,1620552721
69,2,"addr(ip='192.168.1.38', port=47870)","addr(ip='142.250.184.14', port=443)",4093,1620552691,1620552731
79,2,"addr(ip='192.168.1.38', port=40670)","addr(ip='142.250.200.110', port=443)",4093,1620552701,1620552731
73,2,"addr(ip='192.168.1.38', port=44684)","addr(ip='216.58.215.142', port=443)",4093,1620552701,1620552731
86,2,"addr(ip='192.168.1.38', port=42597)","addr(ip='142.250.200.67', port=443)",4093,1620552701,1620552731
74,2,"addr(ip='192.168.1.38', port=55731)","addr(ip='142.250.200.78', port=443)",4093,1620552701,1620552731
75,2,"addr(ip='192.168.1.38', port=40806)","addr(ip='142.250.200.99', port=443)",4093,1620552701,1620552731
77,2,"addr(ip='192.168.1.38', port=44822)","addr(ip='172.217.17.3', port=443)",4093,1620552701,1620552731
80,2,"addr(ip='192.168.1.38', port=55951)","addr(ip='142.250.185.1', port=443)",4093,1620552701,1620552731
115,1,"addr(ip='192.168.1.38', port=45476)","addr(ip='198.148.27.134', port=443)",4093,1620552721,1620552731
96,1,"addr(ip='192.168.1.38', port=57986)","addr(ip='87.230.98.74', port=443)",4093,1620552721,1620552731
90,2,"addr(ip='192.168.1.38', port=46594)","addr(ip='172.217.168.162', port=443)",4093,1620552711,1620552742
89,2,"addr(ip='192.168.1.38', port=48368)","addr(ip='142.250.185.10', port=443)",4093,1620552711,1620552742
128,1,"addr(ip='192.168.1.38', port=59452)","addr(ip='3.124.210.90', port=443)",4093,1620552721,1620552742
118,1,"addr(ip='192.168.1.38', port=49882)","addr(ip='37.252.173.27', port=443)",4093,1620552721,1620552742
117,1,"addr(ip='192.168.1.38', port=49880)","addr(ip='37.252.173.27', port=443)",4093,1620552721,1620552742
67,2,"addr(ip='192.168.1.38', port=34108)","addr(ip='142.250.184.170', port=443)",4093,1620552721,1620552742
142,1,"addr(ip='192.168.1.38', port=38384)","addr(ip='185.33.220.243', port=443)",4093,1620552731,1620552742
80,1,"addr(ip='192.168.1.38', port=45542)","addr(ip='198.148.27.134', port=443)",4093,1620552731,1620552742
113,2,"addr(ip='192.168.1.38', port=49463)","addr(ip='142.250.200.99', port=443)",4093,1620552721,1620552752
154,2,"addr(ip='192.168.1.38', port=44526)","addr(ip='142.250.200.129', port=443)",4093,1620552721,1620552752
107,2,"addr(ip='192.168.1.38', port=45629)","addr(ip='142.250.200.67', port=443)",4093,1620552721,1620552752
130,2,"addr(ip='192.168.1.38', port=44032)","addr(ip='142.250.185.2', port=443)",4093,1620552721,1620552752
141,2,"addr(ip='192.168.1.38', port=38826)","addr(ip='142.250.200.98', port=443)",4093,1620552721,1620552752
114,2,"addr(ip='192.168.1.38', port=54762)","addr(ip='142.250.185.10', port=443)",4093,1620552721,1620552752
74,2,"addr(ip='192.168.1.38', port=34640)","addr(ip='216.58.215.134', port=443)",4093,1620552731,1620552752
165,1,"addr(ip='192.168.1.38', port=41080)","addr(ip='69.169.86.38', port=443)",4093,1620552742,1620552752
61,2,"addr(ip='192.168.1.38', port=35597)","addr(ip='142.250.201.68', port=443)",4093,1620552691,1620552762
65,2,"addr(ip='192.168.1.38', port=53802)","addr(ip='216.58.209.66', port=443)",4093,1620552701,1620552762
121,2,"addr(ip='192.168.1.38', port=55002)","addr(ip='142.250.184.161', port=443)",4093,1620552721,1620552762
138,2,"addr(ip='192.168.1.38', port=55848)","addr(ip='142.250.201.66', port=443)",4093,1620552721,1620552762
137,2,"addr(ip='192.168.1.38', port=42731)","addr(ip='142.250.200.65', port=443)",4093,1620552721,1620552762
110,2,"addr(ip='192.168.1.38', port=44511)","addr(ip='142.250.184.10', port=443)",4093,1620552721,1620552762
106,2,"addr(ip='192.168.1.38', port=57428)","addr(ip='216.58.209.66', port=443)",4093,1620552721,1620552762
122,1,"addr(ip='192.168.1.38', port=60154)","addr(ip='216.105.38.9', port=443)",4093,1620552721,1620552762
109,1,"addr(ip='192.168.1.38', port=33822)","addr(ip='216.52.2.39', port=443)",4093,1620552721,1620552762
96,1,"addr(ip='192.168.1.38', port=36314)","addr(ip='37.157.4.24', port=443)",4093,1620552731,1620552762
86,1,"addr(ip='192.168.1.38', port=52032)","addr(ip='37.157.6.235', port=443)",4093,1620552731,1620552762
148,1,"addr(ip='192.168.1.38', port=38386)","addr(ip='185.33.220.243', port=443)",4093,1620552731,1620552762
153,1,"addr(ip='192.168.1.38', port=59570)","addr(ip='3.124.210.90', port=443)",4093,1620552742,1620552762
178,1,"addr(ip='192.168.1.38', port=49680)","addr(ip='185.86.137.131', port=443)",4093,1620552742,1620552762
174,1,"addr(ip='192.168.1.38', port=39412)","addr(ip='95.100.105.110', port=443)",4093,1620552742,1620552762
142,1,"addr(ip='192.168.1.38', port=34598)","addr(ip='37.252.172.37', port=443)",4093,1620552742,1620552762
156,1,"addr(ip='192.168.1.38', port=54872)","addr(ip='18.156.0.31', port=443)",4093,1620552742,1620552762
175,1,"addr(ip='192.168.1.38', port=54792)","addr(ip='77.243.60.138', port=443)",4093,1620552742,1620552762
149,1,"addr(ip='192.168.1.38', port=47412)","addr(ip='52.209.246.140', port=443)",4093,1620552742,1620552762
92,1,"addr(ip='192.168.1.38', port=51684)","addr(ip='51.89.7.110', port=443)",4093,1620552742,1620552762
155,1,"addr(ip='192.168.1.38', port=48408)","addr(ip='52.218.61.11', port=443)",4093,1620552742,1620552762
132,1,"addr(ip='192.168.1.38', port=33924)","addr(ip='85.114.159.93', port=443)",4093,1620552742,1620552762
182,1,"addr(ip='192.168.1.38', port=42948)","addr(ip='146.59.148.16', port=443)",4093,1620552742,1620552762
152,1,"addr(ip='192.168.1.38', port=50068)","addr(ip='37.252.173.27', port=443)",4093,1620552752,1620552762
93,2,"addr(ip='192.168.1.38', port=51463)","addr(ip='142.250.201.78', port=443)",4093,1620552711,1620552772
64,2,"addr(ip='192.168.1.38', port=45187)","addr(ip='142.250.200.78', port=443)",4093,1620552711,1620552772
115,2,"addr(ip='192.168.1.38', port=50278)","addr(ip='172.217.17.2', port=443)",4093,1620552731,1620552772
125,1,"addr(ip='192.168.1.38', port=42338)","addr(ip='37.157.2.238', port=443)",4093,1620552731,1620552772
162,1,"addr(ip='192.168.1.38', port=59378)","addr(ip='37.157.3.28', port=443)",4093,1620552742,1620552772
160,1,"addr(ip='192.168.1.38', port=53538)","addr(ip='69.173.144.165', port=443)",4093,1620552742,1620552772
165,2,"addr(ip='192.168.1.38', port=39326)",(),4054,1620552762,1620552772
61,1,"addr(ip='192.168.1.38', port=45668)","addr(ip='198.148.27.134', port=443)",4093,1620552762,1620552772
37,1,"addr(ip='192.168.1.38', port=56226)","addr(ip='54.209.43.145', port=443)",4093,1620552620,1620552782
-1,1,"addr(ip='192.168.1.38', port=58128)","addr(ip='104.18.14.218', port=443)",0,1620552721,1620552782
69,1,"addr(ip='192.168.1.38', port=43126)","addr(ip='37.157.6.242', port=443)",4093,1620552742,1620552782
70,1,"addr(ip='192.168.1.38', port=50072)","addr(ip='37.252.173.27', port=443)",4093,1620552762,1620552782
74,1,"addr(ip='192.168.1.38', port=42118)","addr(ip='216.58.209.68', port=443)",4093,1620552762,1620552782
82,1,"addr(ip='192.168.1.38', port=50076)","addr(ip='37.252.173.27', port=443)",4093,1620552762,1620552782
58,1,"addr(ip='192.168.1.38', port=42046)","addr(ip='34.107.195.226', port=443)",4093,1620552620,1620552792
52,1,"addr(ip='192.168.1.38', port=48598)","addr(ip='34.120.186.93', port=443)",4093,1620552620,1620552792
129,1,"addr(ip='192.168.1.38', port=53374)","addr(ip='34.247.104.176', port=443)",4093,1620552721,1620552792
120,1,"addr(ip='192.168.1.38', port=53358)","addr(ip='34.247.104.176', port=443)",4093,1620552721,1620552792
79,1,"addr(ip='192.168.1.38', port=42358)","addr(ip='54.78.254.47', port=443)",4093,1620552731,1620552792
92,2,"addr(ip='192.168.1.38', port=50103)","addr(ip='142.250.200.65', port=443)",4093,1620552762,1620552792
114,1,"addr(ip='192.168.1.38', port=50096)","addr(ip='37.252.173.27', port=443)",4093,1620552782,1620552792
136,1,"addr(ip='192.168.1.38', port=59656)","addr(ip='3.124.210.90', port=443)",4093,1620552782,1620552792
110,1,"addr(ip='192.168.1.38', port=50092)","addr(ip='37.252.173.27', port=443)",4093,1620552782,1620552792
119,1,"addr(ip='192.168.1.38', port=35964)","addr(ip='52.30.14.23', port=443)",4093,1620552721,1620552802
171,1,"addr(ip='192.168.1.38', port=56914)","addr(ip='18.184.153.186', port=443)",4093,1620552742,1620552802
159,1,"addr(ip='192.168.1.38', port=46676)","addr(ip='18.196.184.242', port=443)",4093,1620552742,1620552802
164,1,"addr(ip='192.168.1.38', port=33136)","addr(ip='18.198.69.109', port=443)",4093,1620552742,1620552802
90,1,"addr(ip='192.168.1.38', port=48748)","addr(ip='52.214.13.155', port=443)",4093,1620552742,1620552802
170,1,"addr(ip='192.168.1.38', port=50266)","addr(ip='18.195.73.36', port=443)",4093,1620552742,1620552802
180,1,"addr(ip='192.168.1.38', port=36910)","addr(ip='54.76.184.188', port=443)",4093,1620552742,1620552802
-1,1,"addr(ip='192.168.1.38', port=44208)","addr(ip='34.122.121.32', port=80)",0,1620552742,1620552802
158,1,"addr(ip='192.168.1.38', port=49260)","addr(ip='3.120.52.200', port=443)",4093,1620552742,1620552802
172,1,"addr(ip='192.168.1.38', port=38104)","addr(ip='52.29.148.200', port=443)",4093,1620552742,1620552802
143,2,"addr(ip='192.168.1.38', port=51380)","addr(ip='142.250.201.66', port=443)",4093,1620552721,1620552812
133,1,"addr(ip='192.168.1.38', port=58056)","addr(ip='54.76.54.153', port=443)",4093,1620552721,1620552812
187,1,"addr(ip='192.168.1.38', port=53822)","addr(ip='52.214.45.189', port=443)",4093,1620552742,1620552812
151,1,"addr(ip='192.168.1.38', port=45894)","addr(ip='34.255.79.142', port=443)",4093,1620552742,1620552812
177,1,"addr(ip='192.168.1.38', port=53368)","addr(ip='52.4.128.233', port=443)",4093,1620552742,1620552812
184,1,"addr(ip='192.168.1.38', port=44266)","addr(ip='51.77.65.171', port=443)",4093,1620552742,1620552812
181,1,"addr(ip='192.168.1.38', port=35456)","addr(ip='85.90.244.253', port=443)",4093,1620552742,1620552812
150,1,"addr(ip='192.168.1.38', port=59630)","addr(ip='80.85.85.173', port=443)",4093,1620552752,1620552812
78,1,"addr(ip='192.168.1.38', port=34012)","addr(ip='216.52.2.39', port=443)",4093,1620552762,1620552812
86,2,"addr(ip='192.168.1.38', port=42622)","addr(ip='216.58.209.66', port=443)",4093,1620552762,1620552812
96,2,"addr(ip='192.168.1.38', port=37883)","addr(ip='216.58.209.68', port=443)",4093,1620552762,1620552812
69,2,"addr(ip='192.168.1.38', port=35852)","addr(ip='216.58.209.66', port=443)",4093,1620552782,1620552812
152,1,"addr(ip='192.168.1.38', port=46556)","addr(ip='35.169.133.103', port=443)",4093,1620552782,1620552812
70,2,"addr(ip='192.168.1.38', port=58750)","addr(ip='142.250.200.98', port=443)",4093,1620552782,1620552812
121,2,"addr(ip='192.168.1.38', port=44029)","addr(ip='142.250.200.98', port=443)",4093,1620552782,1620552812
109,2,"addr(ip='192.168.1.38', port=47782)","addr(ip='142.250.184.10', port=443)",4093,1620552782,1620552812
67,2,"addr(ip='192.168.1.38', port=43099)","addr(ip='142.250.201.66', port=443)",4093,1620552782,1620552812
74,2,"addr(ip='192.168.1.38', port=53304)","addr(ip='142.250.185.10', port=443)",4093,1620552782,1620552812
138,1,"addr(ip='192.168.1.38', port=46762)","addr(ip='72.251.249.14', port=443)",4093,1620552782,1620552812
73,1,"addr(ip='192.168.1.38', port=52154)","addr(ip='37.157.6.235', port=443)",4093,1620552782,1620552812
130,1,"addr(ip='192.168.1.38', port=60364)","addr(ip='216.105.38.9', port=443)",4093,1620552782,1620552812
64,2,"addr(ip='192.168.1.38', port=37050)","addr(ip='172.217.13.110', port=443)",4093,1620552782,1620552812
118,2,"addr(ip='192.168.1.38', port=33474)","addr(ip='172.217.17.6', port=443)",4093,1620552782,1620552812
93,2,"addr(ip='192.168.1.38', port=45138)","addr(ip='142.250.185.3', port=443)",4093,1620552782,1620552812
102,2,"addr(ip='192.168.1.38', port=45716)","addr(ip='142.250.184.161', port=443)",4093,1620552782,1620552812
39,2,"addr(ip='192.168.1.38', port=37565)","addr(ip='172.217.17.6', port=443)",4093,1620552782,1620552812
82,2,"addr(ip='192.168.1.38', port=35913)","addr(ip='142.250.185.3', port=443)",4093,1620552782,1620552812
142,1,"addr(ip='192.168.1.38', port=54988)","addr(ip='54.171.104.28', port=443)",4093,1620552782,1620552812
107,1,"addr(ip='192.168.1.38', port=42464)","addr(ip='37.157.2.238', port=443)",4093,1620552782,1620552812
70,1,"addr(ip='192.168.1.38', port=51490)","addr(ip='142.250.184.14', port=443)",4093,1620552691,1620552822
82,1,"addr(ip='192.168.1.38', port=60982)","addr(ip='142.250.185.1', port=443)",4093,1620552701,1620552822
78,1,"addr(ip='192.168.1.38', port=44478)","addr(ip='142.250.200.110', port=443)",4093,1620552701,1620552822
191,1,"addr(ip='192.168.1.38', port=46486)","addr(ip='145.239.1.220', port=443)",4093,1620552742,1620552822
65,2,"addr(ip='192.168.1.38', port=43842)","addr(ip='172.217.17.3', port=443)",4093,1620552762,1620552822
114,2,"addr(ip='192.168.1.38', port=53561)","addr(ip='216.239.32.116', port=443)",4093,1620552792,1620552822
113,2,"addr(ip='192.168.1.38', port=46606)","addr(ip='142.250.185.14', port=443)",4093,1620552792,1620552822
73,1,"addr(ip='192.168.1.38', port=48906)","addr(ip='198.148.27.133', port=443)",4093,1620552812,1620552822
67,1,"addr(ip='192.168.1.38', port=42186)","addr(ip='216.58.209.68', port=443)",4093,1620552812,1620552822
69,1,"addr(ip='192.168.1.38', port=51132)","addr(ip='37.252.172.45', port=443)",4093,1620552812,1620552832
64,1,"addr(ip='192.168.1.38', port=46798)","addr(ip='72.251.249.14', port=443)",4093,1620552812,1620552832
39,1,"addr(ip='192.168.1.38', port=51130)","addr(ip='37.252.172.45', port=443)",4093,1620552812,1620552832
138,1,"addr(ip='192.168.1.38', port=46368)","addr(ip='52.57.150.20', port=443)",4093,1620552822,1620552832
43,1,"addr(ip='192.168.1.38', port=56230)","addr(ip='54.209.43.145', port=443)",4093,1620552620,1620552842
91,1,"addr(ip='192.168.1.38', port=51964)","addr(ip='172.217.168.162', port=443)",4093,1620552711,1620552842
60,1,"addr(ip='192.168.1.38', port=37842)","addr(ip='142.250.201.78', port=443)",4093,1620552711,1620552842
88,1,"addr(ip='192.168.1.38', port=50914)","addr(ip='216.105.38.13', port=443)",4093,1620552721,1620552842
125,1,"addr(ip='192.168.1.38', port=33222)","addr(ip='52.18.40.16', port=443)",4093,1620552782,1620552842
94,2,"addr(ip='192.168.1.38', port=54496)","addr(ip='142.250.200.98', port=443)",4093,1620552721,1620552853
139,1,"addr(ip='192.168.1.38', port=54496)","addr(ip='142.250.201.66', port=443)",4093,1620552721,1620552853
119,1,"addr(ip='192.168.1.38', port=35964)","addr(ip='52.30.14.23', port=443)",4093,1620552721,1620552853
116,1,"addr(ip='192.168.1.38', port=50692)","addr(ip='142.250.185.2', port=443)",4093,1620552721,1620552853
144,1,"addr(ip='192.168.1.38', port=38440)","addr(ip='172.217.17.2', port=443)",4093,1620552731,1620552853
150,1,"addr(ip='192.168.1.38', port=59630)","addr(ip='80.85.85.173', port=443)",4093,1620552752,1620552853
61,1,"addr(ip='192.168.1.38', port=54416)","addr(ip='89.111.52.100', port=443)",4093,1620552782,1620552853
107,2,"addr(ip='192.168.1.38', port=43861)","addr(ip='172.217.17.6', port=443)",4093,1620552812,1620552853
70,2,"addr(ip='192.168.1.38', port=58563)","addr(ip='216.58.209.66', port=443)",4093,1620552812,1620552853
96,2,"addr(ip='192.168.1.38', port=34052)","addr(ip='142.250.184.162', port=443)",4093,1620552822,1620552853
133,2,"addr(ip='192.168.1.38', port=37163)","addr(ip='172.217.168.170', port=443)",4093,1620552822,1620552853
109,2,"addr(ip='192.168.1.38', port=36149)","addr(ip='216.58.209.66', port=443)",4093,1620552822,1620552853
93,2,"addr(ip='192.168.1.38', port=35964)","addr(ip='172.217.168.161', port=443)",4093,1620552822,1620552853
82,1,"addr(ip='192.168.1.38', port=46586)","addr(ip='35.169.133.103', port=443)",4093,1620552822,1620552853
114,2,"addr(ip='192.168.1.38', port=34127)","addr(ip='172.217.13.110', port=443)",4093,1620552822,1620552853
139,2,"addr(ip='192.168.1.38', port=32793)","addr(ip='172.217.17.6', port=443)",4093,1620552822,1620552853
144,1,"addr(ip='192.168.1.38', port=59630)","addr(ip='195.54.48.26', port=443)",4093,1620552822,1620552853
113,2,"addr(ip='192.168.1.38', port=36253)","addr(ip='142.250.184.14', port=443)",4093,1620552822,1620552853
119,2,"addr(ip='192.168.1.38', port=39184)","addr(ip='142.250.185.3', port=443)",4093,1620552822,1620552853
142,1,"addr(ip='192.168.1.38', port=55036)","addr(ip='54.171.104.28', port=443)",4093,1620552822,1620552853
233,1,"addr(ip='192.168.1.38', port=41804)","addr(ip='85.114.159.118', port=443)",4093,1620552832,1620552853
205,1,"addr(ip='192.168.1.38', port=51202)","addr(ip='37.252.172.45', port=443)",4093,1620552832,1620552853
236,1,"addr(ip='192.168.1.38', port=40776)","addr(ip='213.254.244.21', port=443)",4093,1620552832,1620552853
204,1,"addr(ip='192.168.1.38', port=41218)","addr(ip='64.202.112.95', port=443)",4093,1620552832,1620552853
209,1,"addr(ip='192.168.1.38', port=56146)","addr(ip='213.254.244.16', port=443)",4093,1620552832,1620552853
138,1,"addr(ip='192.168.1.38', port=57496)","addr(ip='213.254.244.24', port=443)",4093,1620552832,1620552853
206,1,"addr(ip='192.168.1.38', port=49906)","addr(ip='185.86.137.131', port=443)",4093,1620552832,1620552853
164,2,"addr(ip='192.168.1.38', port=37489)","addr(ip='142.250.200.98', port=443)",4093,1620552832,1620552853
213,1,"addr(ip='192.168.1.38', port=39880)","addr(ip='185.255.84.152', port=443)",4093,1620552832,1620552853
194,1,"addr(ip='192.168.1.38', port=45036)","addr(ip='213.19.162.90', port=443)",4093,1620552832,1620552853
129,2,"addr(ip='192.168.1.38', port=49927)","addr(ip='172.217.17.14', port=443)",4093,1620552832,1620552853
189,1,"addr(ip='192.168.1.38', port=50390)","addr(ip='212.82.100.182', port=443)",4093,1620552742,1620552863
78,2,"addr(ip='192.168.1.38', port=43939)","addr(ip='142.250.201.66', port=443)",4093,1620552812,1620552863
90,2,"addr(ip='192.168.1.38', port=55048)","addr(ip='142.250.201.66', port=443)",4093,1620552812,1620552863
102,2,"addr(ip='192.168.1.38', port=44750)","addr(ip='216.58.209.68', port=443)",4093,1620552812,1620552863
73,2,"addr(ip='192.168.1.38', port=58981)","addr(ip='142.250.185.3', port=443)",4093,1620552822,1620552863
118,2,"addr(ip='192.168.1.38', port=54259)","addr(ip='142.250.178.170', port=443)",4093,1620552822,1620552863
143,2,"addr(ip='192.168.1.38', port=41917)","addr(ip='74.125.206.156', port=443)",4093,1620552822,1620552863
224,1,"addr(ip='192.168.1.38', port=51120)","addr(ip='69.173.144.139', port=443)",4093,1620552832,1620552863
229,2,"addr(ip='192.168.1.38', port=41948)","addr(ip='172.217.17.2', port=443)",4093,1620552832,1620552863
232,1,"addr(ip='192.168.1.38', port=51114)","addr(ip='69.173.144.139', port=443)",4093,1620552832,1620552863
197,2,"addr(ip='192.168.1.38', port=33173)","addr(ip='74.125.97.42', port=443)",4093,1620552832,1620552863
216,1,"addr(ip='192.168.1.38', port=47062)","addr(ip='185.94.180.126', port=443)",4093,1620552832,1620552863
163,2,"addr(ip='192.168.1.38', port=59052)","addr(ip='216.58.215.130', port=443)",4093,1620552832,1620552863
215,1,"addr(ip='192.168.1.38', port=47060)","addr(ip='185.94.180.126', port=443)",4093,1620552832,1620552863
150,2,"addr(ip='192.168.1.38', port=51660)","addr(ip='104.18.134.145', port=443)",4093,1620552832,1620552863
239,1,"addr(ip='192.168.1.38', port=51124)","addr(ip='69.173.144.139', port=443)",4093,1620552832,1620552863
226,2,"addr(ip='192.168.1.38', port=52487)","addr(ip='142.250.200.138', port=443)",4093,1620552832,1620552863
240,1,"addr(ip='192.168.1.38', port=51116)","addr(ip='69.173.144.139', port=443)",4093,1620552832,1620552863
159,2,"addr(ip='192.168.1.38', port=59041)","addr(ip='66.102.1.156', port=443)",4093,1620552832,1620552863
172,2,"addr(ip='192.168.1.38', port=36959)","addr(ip='142.250.201.78', port=443)",4093,1620552832,1620552863
186,2,"addr(ip='192.168.1.38', port=49088)","addr(ip='173.194.139.170', port=443)",4093,1620552832,1620552863
180,2,"addr(ip='192.168.1.38', port=43394)","addr(ip='142.250.184.161', port=443)",4093,1620552832,1620552863
225,2,"addr(ip='192.168.1.38', port=59076)","addr(ip='104.16.19.94', port=443)",4093,1620552832,1620552863
112,1,"addr(ip='192.168.1.38', port=38984)","addr(ip='213.19.162.21', port=443)",4093,1620552721,1620552873
243,2,"addr(ip='192.168.1.38', port=49620)","addr(ip='172.217.168.170', port=443)",4093,1620552832,1620552873
69,2,"addr(ip='192.168.1.38', port=41959)","addr(ip='142.250.185.14', port=443)",4093,1620552832,1620552873
242,1,"addr(ip='192.168.1.38', port=51118)","addr(ip='69.173.144.139', port=443)",4093,1620552832,1620552873
227,1,"addr(ip='192.168.1.38', port=51112)","addr(ip='69.173.144.139', port=443)",4093,1620552832,1620552873
130,1,"addr(ip='192.168.1.38', port=58826)","addr(ip='151.139.128.11', port=443)",4093,1620552822,1620552883
149,1,"addr(ip='192.168.1.38', port=58828)","addr(ip='151.139.128.11', port=443)",4093,1620552822,1620552883
121,2,"addr(ip='192.168.1.38', port=36697)","addr(ip='172.217.17.3', port=443)",4093,1620552822,1620552883
63,2,"addr(ip='192.168.1.38', port=48290)","addr(ip='216.58.209.67', port=443)",4093,1620552853,1620552883
34,1,"addr(ip='192.168.1.38', port=50306)","addr(ip='104.126.95.75', port=443)",2729,1620552863,1620552883
134,1,"addr(ip='192.168.1.38', port=59376)","addr(ip='52.30.73.5', port=443)",4093,1620552721,1620552893
92,2,"addr(ip='192.168.1.38', port=38734)","addr(ip='142.250.184.2', port=443)",4093,1620552802,1620552893
86,2,"addr(ip='192.168.1.38', port=60703)","addr(ip='142.250.184.162', port=443)",4093,1620552812,1620552893
211,1,"addr(ip='192.168.1.38', port=59382)","addr(ip='34.255.158.248', port=443)",4093,1620552832,1620552893
-1,1,"addr(ip='192.168.1.38', port=56206)","addr(ip='52.84.70.59', port=443)",0,1620552832,1620552893
-1,1,"addr(ip='192.168.1.38', port=56208)","addr(ip='52.84.70.59', port=443)",0,1620552832,1620552893
201,1,"addr(ip='192.168.1.38', port=51312)","addr(ip='18.195.177.11', port=443)",4093,1620552832,1620552893
165,2,"addr(ip='192.168.1.38', port=50787)","addr(ip='216.239.32.3', port=443)",4093,1620552832,1620552893
-1,1,"addr(ip='192.168.1.38', port=49274)","addr(ip='173.194.139.170', port=443)",0,1620552832,1620552893
254,1,"addr(ip='192.168.1.38', port=36284)","addr(ip='34.254.85.82', port=443)",4093,1620552832,1620552893
-1,1,"addr(ip='192.168.1.38', port=54644)","addr(ip='74.125.97.42', port=443)",0,1620552832,1620552893
247,2,"addr(ip='192.168.1.38', port=57549)",(),4054,1620552883,1620552893
101,1,"addr(ip='192.168.1.38', port=60656)","addr(ip='195.181.167.13', port=443)",4093,1620552721,1620552903
136,1,"addr(ip='192.168.1.38', port=60420)","addr(ip='216.105.38.9', port=443)",4093,1620552822,1620552903
126,1,"addr(ip='192.168.1.38', port=53372)","addr(ip='34.247.104.176', port=443)",4093,1620552721,1620552913
115,1,"addr(ip='192.168.1.38', port=37398)","addr(ip='142.250.200.98', port=443)",4093,1620552782,1620552913
110,1,"addr(ip='192.168.1.38', port=41566)","addr(ip='142.250.185.14', port=443)",4093,1620552792,1620552913
203,1,"addr(ip='192.168.1.38', port=55262)","addr(ip='54.210.166.239', port=443)",4093,1620552832,1620552913
202,1,"addr(ip='192.168.1.38', port=54658)","addr(ip='74.125.97.42', port=443)",4093,1620552832,1620552913
234,1,"addr(ip='192.168.1.38', port=36674)","addr(ip='34.234.126.147', port=443)",4093,1620552832,1620552913
158,1,"addr(ip='192.168.1.38', port=52692)","addr(ip='34.254.30.93', port=443)",4093,1620552832,1620552913
188,1,"addr(ip='192.168.1.38', port=57960)","addr(ip='46.19.11.36', port=443)",4093,1620552742,1620552923
128,1,"addr(ip='192.168.1.38', port=37232)","addr(ip='195.181.167.14', port=443)",4093,1620552742,1620552923
70,1,"addr(ip='192.168.1.38', port=56200)","addr(ip='213.254.244.16', port=443)",4093,1620552913,1620552923
154,1,"addr(ip='192.168.1.38', port=39234)","addr(ip='213.254.244.25', port=443)",4093,1620552913,1620552923
149,1,"addr(ip='192.168.1.38', port=56192)","addr(ip='213.254.244.16', port=443)",4093,1620552913,1620552923
82,2,"addr(ip='192.168.1.38', port=38496)","addr(ip='142.250.185.14', port=443)",4093,1620552913,1620552944
110,2,"addr(ip='192.168.1.38', port=58510)","addr(ip='172.217.168.161', port=443)",4093,1620552913,1620552944
142,2,"addr(ip='192.168.1.38', port=60906)","addr(ip='142.250.200.106', port=443)",4093,1620552913,1620552944
63,2,"addr(ip='192.168.1.38', port=57269)","addr(ip='216.58.209.67', port=443)",4093,1620552913,1620552944
73,2,"addr(ip='192.168.1.38', port=49420)","addr(ip='142.250.184.4', port=443)",4093,1620552913,1620552944
107,2,"addr(ip='192.168.1.38', port=36925)","addr(ip='172.217.17.14', port=443)",4093,1620552913,1620552944
148,2,"addr(ip='192.168.1.38', port=44614)","addr(ip='74.125.206.156', port=443)",4093,1620552913,1620552944
90,2,"addr(ip='192.168.1.38', port=36726)","addr(ip='142.250.201.66', port=443)",4093,1620552913,1620552944
96,2,"addr(ip='192.168.1.38', port=40278)","addr(ip='142.250.201.66', port=443)",4093,1620552913,1620552944
115,2,"addr(ip='192.168.1.38', port=54753)","addr(ip='172.217.17.2', port=443)",4093,1620552913,1620552944
64,2,"addr(ip='192.168.1.38', port=33844)","addr(ip='142.250.185.3', port=443)",4093,1620552913,1620552944
69,2,"addr(ip='192.168.1.38', port=57316)","addr(ip='216.58.215.131', port=443)",4093,1620552913,1620552944
202,2,"addr(ip='192.168.1.38', port=51411)","addr(ip='104.16.18.94', port=443)",4093,1620552913,1620552944
119,2,"addr(ip='192.168.1.38', port=39216)","addr(ip='142.250.184.162', port=443)",4093,1620552913,1620552944
126,2,"addr(ip='192.168.1.38', port=43620)","addr(ip='142.250.200.131', port=443)",4093,1620552913,1620552944
181,2,"addr(ip='192.168.1.38', port=33482)","addr(ip='216.58.209.74', port=443)",4093,1620552913,1620552944
136,2,"addr(ip='192.168.1.38', port=46782)","addr(ip='216.58.215.131', port=443)",4093,1620552913,1620552944
130,2,"addr(ip='192.168.1.38', port=51042)","addr(ip='216.58.215.130', port=443)",4093,1620552913,1620552944
101,2,"addr(ip='192.168.1.38', port=49104)","addr(ip='172.217.13.110', port=443)",4093,1620552913,1620552944
