pid,name,create_time,cores,cpu_usage,nice,memory_usage,n_threads,childrens,username,FinishTime
30915,chrome,2021-05-09 13:51:26,4,2.5,0,31121408.0,12,[],ramos,1620561142
30952,chrome,2021-05-09 13:52:13,4,0.0,0,22302720.0,12,[],ramos,1620561155
30968,chrome,2021-05-09 13:52:24,4,0.0,0,20713472.0,13,[],ramos,1620561168
30989,chrome,2021-05-09 13:52:24,4,0.0,0,5627904.0,12,[],ramos,1620561168
31007,chrome,2021-05-09 13:52:25,4,0.0,0,9883648.0,12,[],ramos,1620561168
26855,kworker/1:2-events,2021-05-09 12:33:52,1,0.0,0,0.0,1,[],root,1620561196
30501,kworker/u9:0,2021-05-09 13:47:58,4,0.0,-20,0.0,1,[],root,1620561196
31083,chrome,2021-05-09 13:53:06,4,0.1,0,9883648.0,12,[],ramos,1620561222
31153,chrome,2021-05-09 13:53:37,4,1.3,0,11132928.0,12,[],ramos,1620561248
30544,chrome,2021-05-09 13:49:25,4,0.1,0,1060864.0,4,[],ramos,1620561288
30471,kworker/2:0-events,2021-05-09 13:47:19,1,0.0,0,0.0,1,[],root,1620561594
30132,kworker/u8:0-ext4-rsv-conversion,2021-05-09 13:39:30,4,0.2,0,0.0,1,[],root,1620561620
31094,kworker/u9:0,2021-05-09 13:53:08,4,0.0,-20,0.0,1,[],root,1620561815
31356,kworker/u8:0-phy0,2021-05-09 14:00:29,4,0.0,0,0.0,1,[],root,1620561983
31459,fprintd,2021-05-09 14:06:31,4,0.0,0,0.0,4,[],root,1620562023
31552,tracker-extract,2021-05-09 14:06:57,4,0.0,19,25145344.0,17,[],ramos,1620562036
31525,systemd-hostnamed,2021-05-09 14:06:54,4,0.0,0,0.0,1,[],root,1620562050
31531,tracker-store,2021-05-09 14:06:57,4,0.0,0,22605824.0,5,[],ramos,1620562050
31400,kworker/u9:0,2021-05-09 14:03:31,4,0.0,-20,0.0,1,[],root,1620562129
30473,kworker/2:4-events,2021-05-09 13:47:19,1,2.1,0,0.0,1,[],root,1620562328
31550,kworker/2:2-events,2021-05-09 14:06:57,1,0.0,0,0.0,1,[],root,1620562328
31551,kworker/2:3-events,2021-05-09 14:06:57,1,0.0,0,0.0,1,[],root,1620562328
30474,kworker/0:1-cgroup_destroy,2021-05-09 13:47:19,1,0.3,0,0.0,1,[],root,1620562341
31406,kworker/0:2-events,2021-05-09 14:03:38,1,0.0,0,0.0,1,[],root,1620562341
31575,kworker/0:3-events,2021-05-09 14:07:02,1,0.0,0,0.0,1,[],root,1620562341
23905,kworker/1:0-events,2021-05-09 11:47:01,1,0.3,0,0.0,1,[],root,1620562354
27856,kworker/u8:2-events_power_efficient,2021-05-09 13:14:09,4,0.3,0,0.0,1,[],root,1620562354
30508,kworker/1:1-cgroup_destroy,2021-05-09 13:48:01,1,0.0,0,0.0,1,[],root,1620562354
31586,kworker/u8:1-events_power_efficient,2021-05-09 14:07:24,4,0.0,0,0.0,1,[],root,1620562408
31549,kworker/2:0-events,2021-05-09 14:06:57,1,0.0,0,0.0,1,[],root,1620562707
31616,kworker/u9:0,2021-05-09 14:08:59,4,0.0,-20,0.0,1,[],root,1620562772
30352,kworker/u8:3-events_power_efficient,2021-05-09 13:45:33,4,0.2,0,0.0,1,[],root,1620562836
31781,kworker/u9:0,2021-05-09 14:19:59,4,0.0,-20,0.0,1,[],root,1620563106
28825,kworker/0:0-kacpi_notify,2021-05-09 13:34:19,1,0.0,0,0.0,1,[],root,1620563144
31695,kworker/u8:1-events_power_efficient,2021-05-09 14:13:53,4,0.2,0,0.0,1,[],root,1620563144
31217,kworker/2:1-cgroup_destroy,2021-05-09 13:54:38,1,2.1,0,0.0,1,[],root,1620563478
31588,kworker/1:3-events,2021-05-09 14:07:24,1,0.0,0,0.0,1,[],root,1620563478
31587,kworker/1:2-events,2021-05-09 14:07:24,1,0.2,0,0.0,1,[],root,1620563901
31980,kworker/1:3-cgroup_destroy,2021-05-09 14:33:05,1,0.0,0,0.0,1,[],root,1620563901
31867,kworker/u8:1-ext4-rsv-conversion,2021-05-09 14:25:55,4,0.1,0,0.0,1,[],root,1620563927
31455,kworker/u8:0-events_power_efficient,2021-05-09 14:06:24,4,0.2,0,0.0,1,[],root,1620564259
31884,kworker/1:0-events,2021-05-09 14:26:05,1,0.1,0,0.0,1,[],root,1620564696
32179,kworker/1:3,2021-05-09 14:46:27,1,0.0,0,0.0,1,[],root,1620564696
32051,kworker/u8:1-events_power_efficient,2021-05-09 14:38:52,4,0.1,0,0.0,1,[],root,1620564722
31792,kworker/u8:2-events_power_efficient,2021-05-09 14:20:28,4,0.1,0,0.0,1,[],root,1620565067
32283,kworker/u8:1-events_power_efficient,2021-05-09 14:52:21,4,0.1,0,0.0,1,[],root,1620565478
32371,kworker/u8:3-events_power_efficient,2021-05-09 14:59:35,4,0.0,0,0.0,1,[],root,1620565734
32344,kworker/u8:2-events_power_efficient,2021-05-09 14:57:36,4,0.1,0,0.0,1,[],root,1620566220
32729,fprintd,2021-05-09 15:25:11,4,0.1,0,0.0,4,[],root,1620566746
32634,kworker/u8:2-ext4-rsv-conversion,2021-05-09 15:17:27,4,0.1,0,0.0,1,[],root,1620566979
31793,kworker/0:1-kacpi_notify,2021-05-09 14:20:28,1,0.0,0,0.0,1,[],root,1620567031
31687,kworker/2:2-events,2021-05-09 14:13:07,1,1.2,0,0.0,1,[],root,1620567057
31883,kworker/2:0-events,2021-05-09 14:26:05,1,0.0,0,0.0,1,[],root,1620567057
31979,kworker/1:1-events,2021-05-09 14:33:05,1,0.1,0,0.0,1,[],root,1620567057
32786,kworker/1:3,2021-05-09 15:25:42,1,0.0,0,0.0,1,[],root,1620567057
32788,kworker/2:3-events,2021-05-09 15:25:42,1,0.0,0,0.0,1,[],root,1620567057
32874,fprintd,2021-05-09 15:31:12,4,0.0,0,0.0,4,[],root,1620567110
32122,kworker/u8:0-ext4-rsv-conversion,2021-05-09 14:44:20,4,0.2,0,0.0,1,[],root,1620567286
32726,kworker/0:0-kacpi_notify,2021-05-09 15:25:11,1,0.0,0,0.0,1,[],root,1620567340
32734,kworker/u9:0,2021-05-09 15:25:11,4,0.0,-20,0.0,1,[],root,1620567340
26891,kworker/3:3-events,2021-05-09 12:35:29,1,0.2,0,0.0,1,[],root,1620567421
32787,kworker/2:1-events,2021-05-09 15:25:42,1,2.8,0,0.0,1,[],root,1620567421
32789,kworker/2:4-events,2021-05-09 15:25:42,1,0.0,0,0.0,1,[],root,1620567421
32937,kworker/3:2-events,2021-05-09 15:31:42,1,0.0,0,0.0,1,[],root,1620567421
32938,kworker/3:4-cgroup_destroy,2021-05-09 15:31:42,1,0.0,0,0.0,1,[],root,1620567421
33009,kworker/u9:0,2021-05-09 15:35:32,4,0.0,-20,0.0,1,[],root,1620567657
33087,kworker/u9:0,2021-05-09 15:40:44,4,0.0,-20,0.0,1,[],root,1620567960
32843,kworker/u8:2-events_power_efficient,2021-05-09 15:29:36,4,0.2,0,0.0,1,[],root,1620568147
33266,nm-dispatcher,2021-05-09 15:51:36,4,0.0,0,0.0,3,[],root,1620568316
33198,kworker/u8:2,2021-05-09 15:49:09,4,0.0,0,0.0,1,[],root,1620568471
33152,kworker/u9:0,2021-05-09 15:45:55,4,0.0,-20,0.0,1,[],root,1620568587
32934,kworker/2:0-events,2021-05-09 15:31:42,1,0.2,0,0.0,1,[],root,1620568613
33401,fprintd,2021-05-09 16:01:00,4,0.0,0,0.0,4,[],root,1620568896
33348,kworker/u9:0,2021-05-09 15:56:59,4,0.0,-20,0.0,1,[],root,1620568923
30133,kworker/3:0-events,2021-05-09 13:39:30,1,0.0,0,0.0,1,[],root,1620569204
31576,kworker/0:4-events,2021-05-09 14:07:02,1,0.2,0,0.0,1,[],root,1620569204
32858,kworker/0:1-events,2021-05-09 15:30:26,1,0.0,0,0.0,1,[],root,1620569204
32936,kworker/3:1-events,2021-05-09 15:31:42,1,0.2,0,0.0,1,[],root,1620569204
33458,kworker/3:3-events,2021-05-09 16:01:31,1,0.0,0,0.0,1,[],root,1620569204
33468,kworker/u9:0,2021-05-09 16:02:02,4,0.0,-20,0.0,1,[],root,1620569244
32785,kworker/1:0-events,2021-05-09 15:25:42,1,0.2,0,0.0,1,[],root,1620569338
32935,kworker/2:2-events,2021-05-09 15:31:42,1,2.3,0,0.0,1,[],root,1620569338
33556,kworker/u9:0,2021-05-09 16:07:13,4,0.0,-20,0.0,1,[],root,1620569551
33618,kworker/u9:0,2021-05-09 16:12:24,4,0.0,-20,0.0,1,[],root,1620569858
33709,chrome,2021-05-09 16:18:23,4,0.0,0,10977280.0,12,[],ramos,1620569924
33694,kworker/u9:0,2021-05-09 16:17:35,4,0.0,-20,0.0,1,[],root,1620570175
33782,kworker/u9:0,2021-05-09 16:22:47,4,0.0,-20,0.0,1,[],root,1620570479
33322,kworker/u8:2-ext4-rsv-conversion,2021-05-09 15:54:41,4,0.2,0,0.0,1,[],root,1620570608
32986,kworker/u8:0-events_power_efficient,2021-05-09 15:34:44,4,0.2,0,0.0,1,[],root,1620570698
33845,kworker/u9:0,2021-05-09 16:27:59,4,0.0,-20,0.0,1,[],root,1620570801
33507,kworker/2:0-events,2021-05-09 16:03:36,1,0.0,0,0.0,1,[],root,1620570956
33886,kworker/2:3-cgroup_destroy,2021-05-09 16:30:52,1,0.0,0,0.0,1,[],root,1620570956
33382,kworker/0:0-kacpi_notify,2021-05-09 15:59:41,1,0.0,0,0.0,1,[],root,1620571058
32505,kworker/u8:1-events_power_efficient,2021-05-09 15:08:51,4,0.3,0,0.0,1,[],root,1620571148
34049,gdm-session-worker,2021-05-09 16:42:05,4,0.0,0,0.0,3,[],root,1620571341
34042,fprintd,2021-05-09 16:42:05,4,0.0,0,0.0,4,[],root,1620571367
34121,chrome,2021-05-09 16:43:43,4,1.4,0,45166592.0,13,[],ramos,1620571897
34747,chrome,2021-05-09 16:51:31,4,3.1,0,39047168.0,12,[],ramos,1620571924
34761,chrome,2021-05-09 16:51:32,4,1.2,0,10977280.0,12,[],ramos,1620571924
34047,kworker/u9:0,2021-05-09 16:42:05,4,0.0,-20,0.0,1,[],root,1620571937
34805,chrome,2021-05-09 16:52:08,4,0.0,0,10240000.0,12,[],ramos,1620571950
27595,chrome,2021-05-09 12:59:21,4,0.4,0,30396416.0,13,[],ramos,1620571977
34843,chrome,2021-05-09 16:53:00,4,0.0,0,9162752.0,12,[],ramos,1620572004
28230,chrome,2021-05-09 13:33:46,4,0.8,0,13262848.0,12,[],ramos,1620572097
34907,chrome,2021-05-09 16:54:51,4,5.2,0,27713536.0,12,[],ramos,1620572137
34943,chrome,2021-05-09 16:55:25,4,0.0,0,52174848.0,15,[],ramos,1620572150
34955,chrome,2021-05-09 16:55:27,4,0.0,0,9297920.0,12,[],ramos,1620572150
34993,chrome,2021-05-09 16:55:44,4,0.0,0,11018240.0,12,[],ramos,1620572165
34741,chrome,2021-05-09 16:51:28,4,0.1,0,1032192.0,4,[],ramos,1620572218
30090,chrome,2021-05-09 13:39:03,4,0.2,0,36442112.0,11,[],ramos,1620572377
35107,chrome,2021-05-09 16:59:44,4,0.0,0,11001856.0,12,[],ramos,1620572404
31095,chrome,2021-05-09 13:53:09,4,0.1,0,10690560.0,12,[],ramos,1620572470
35212,chrome,2021-05-09 17:01:10,4,0.0,0,10117120.0,12,[],ramos,1620572496
34820,kworker/u9:0,2021-05-09 16:52:16,4,0.0,-20,0.0,1,[],root,1620572563
35061,chrome,2021-05-09 16:59:30,4,0.0,0,1032192.0,4,[],ramos,1620572603
35171,chrome,2021-05-09 17:01:02,4,11.1,0,61927424.0,13,[],ramos,1620572789
35357,chrome,2021-05-09 17:06:38,4,0.0,0,11079680.0,12,[],ramos,1620572815
35254,kworker/u9:0,2021-05-09 17:02:54,4,0.0,-20,0.0,1,[],root,1620572896
33905,kworker/u8:0-events_power_efficient,2021-05-09 16:31:57,4,0.2,0,0.0,1,[],root,1620573163
35389,kworker/u9:0,2021-05-09 17:08:06,4,0.0,-20,0.0,1,[],root,1620573203
35093,chrome,2021-05-09 16:59:37,4,8.7,0,19505152.0,11,[],ramos,1620573426
35626,chrome,2021-05-09 17:17:13,4,0.0,0,11100160.0,12,[],ramos,1620573452
35469,kworker/u9:0,2021-05-09 17:13:18,4,0.0,-20,0.0,1,[],root,1620573519
35537,chrome,2021-05-09 17:16:58,4,0.0,0,1032192.0,4,[],ramos,1620573559
34008,kworker/u8:1-phy0,2021-05-09 16:39:48,4,0.2,0,0.0,1,[],root,1620573893
33283,kworker/2:1-events,2021-05-09 15:51:47,1,0.0,0,0.0,1,[],root,1620574119
35660,kworker/u9:0,2021-05-09 17:18:29,4,0.0,-20,0.0,1,[],root,1620574132
35870,kworker/u9:0,2021-05-09 17:28:52,4,0.0,-20,0.0,1,[],root,1620574450
33809,kworker/u8:3-events_power_efficient,2021-05-09 16:24:59,4,0.2,0,0.0,1,[],root,1620574595
34099,kworker/2:3-events,2021-05-09 16:42:35,1,2.5,0,0.0,1,[],root,1620574621
35755,kworker/2:0-cgroup_destroy,2021-05-09 17:23:23,1,1.3,0,0.0,1,[],root,1620574621
36014,kworker/u9:0,2021-05-09 17:34:03,4,0.0,-20,0.0,1,[],root,1620574766
35917,kworker/2:1-events,2021-05-09 17:31:15,1,0.0,0,0.0,1,[],root,1620575022
36123,kworker/u9:0,2021-05-09 17:39:14,4,0.0,-20,0.0,1,[],root,1620575075
36212,kworker/u9:0,2021-05-09 17:44:26,4,0.0,-20,0.0,1,[],root,1620575386
35784,kworker/u8:1-events_power_efficient,2021-05-09 17:24:59,4,0.2,0,0.0,1,[],root,1620575615
36293,kworker/u9:0,2021-05-09 17:49:37,4,0.0,-20,0.0,1,[],root,1620575693
36380,kworker/u8:1,2021-05-09 17:53:47,4,0.0,0,0.0,1,[],root,1620575940
36457,fprintd,2021-05-09 17:59:00,4,0.0,0,0.0,4,[],root,1620575979
36391,kworker/u9:0,2021-05-09 17:54:59,4,0.0,-20,0.0,1,[],root,1620576019
34039,kworker/0:0-kacpi_notify,2021-05-09 16:42:05,1,0.0,0,0.0,1,[],root,1620576249
33459,kworker/3:4-events,2021-05-09 16:01:31,1,0.0,0,0.0,1,[],root,1620576291
36101,kworker/2:0-cgroup_destroy,2021-05-09 17:38:33,1,0.0,0,0.0,1,[],root,1620576291
36513,kworker/2:3-events,2021-05-09 17:59:31,1,0.0,0,0.0,1,[],root,1620576291
36514,kworker/2:4,2021-05-09 17:59:31,1,0.0,0,0.0,1,[],root,1620576291
36527,kworker/u9:0,2021-05-09 18:00:16,4,0.0,-20,0.0,1,[],root,1620576331
36062,kworker/u8:2-events_power_efficient,2021-05-09 17:36:32,4,0.2,0,0.0,1,[],root,1620576651
36610,kworker/u9:0,2021-05-09 18:05:27,4,0.0,-20,0.0,1,[],root,1620576651
36752,kworker/u9:0,2021-05-09 18:10:39,4,0.0,-20,0.0,1,[],root,1620576960
37357,kworker/u9:0,2021-05-09 18:15:50,4,0.0,-20,0.0,1,[],root,1620577262
35456,kworker/u8:0-ext4-rsv-conversion,2021-05-09 17:12:40,4,0.3,0,0.0,1,[],root,1620577366
37544,kworker/u8:3-events_power_efficient,2021-05-09 18:17:34,4,0.3,0,0.0,1,[],root,1620577483
37882,kworker/u9:0,2021-05-09 18:21:01,4,0.0,-20,0.0,1,[],root,1620577574
36451,kworker/0:1-kacpi_notify,2021-05-09 17:58:53,1,0.0,0,0.0,1,[],root,1620577793
36500,kworker/u8:1-events_power_efficient,2021-05-09 17:59:05,4,0.2,0,0.0,1,[],root,1620577793
38826,fprintd,2021-05-09 18:31:44,4,0.0,0,0.0,4,[],root,1620577936
39294,nm-dispatcher,2021-05-09 18:35:34,4,0.0,0,0.0,3,[],root,1620578153
447,kworker/u9:2-i915_flip,2021-05-08 11:21:01,4,0.5,-20,0.0,1,[],root,1620578220
33457,kworker/3:2-events,2021-05-09 16:01:31,1,0.4,0,0.0,1,[],root,1620578220
36511,kworker/3:0-events,2021-05-09 17:59:31,1,0.0,0,0.0,1,[],root,1620578220
38275,kworker/0:0-kacpi_notify,2021-05-09 18:24:35,1,0.0,0,0.0,1,[],root,1620578220
32178,kworker/1:2-events,2021-05-09 14:46:27,1,0.1,0,0.0,1,[],root,1620578248
36512,kworker/2:1-cgroup_destroy,2021-05-09 17:59:31,1,2.0,0,0.0,1,[],root,1620578248
38920,kworker/2:3-events,2021-05-09 18:32:15,1,0.0,0,0.0,1,[],root,1620578248
38921,kworker/2:4-cgroup_destroy,2021-05-09 18:32:15,1,0.8,0,0.0,1,[],root,1620578461
36771,kworker/u8:2-events_power_efficient,2021-05-09 18:10:49,4,0.2,0,0.0,1,[],root,1620578662
39445,kworker/u9:2,2021-05-09 18:36:51,4,0.0,-20,0.0,1,[],root,1620578835
41748,nm-dispatcher,2021-05-09 18:56:56,4,0.0,0,0.0,3,[],root,1620579437
38698,kworker/u8:1-events_power_efficient,2021-05-09 18:30:01,4,0.2,0,0.0,1,[],root,1620579450
40649,kworker/u9:2,2021-05-09 18:47:14,4,0.0,-20,0.0,1,[],root,1620579464
38820,kworker/0:1-events,2021-05-09 18:31:44,1,0.0,0,0.0,1,[],root,1620579746
41784,kworker/0:3-events,2021-05-09 18:57:07,1,0.0,0,0.0,1,[],root,1620579746
42409,nm-dispatcher,2021-05-09 19:02:16,4,0.0,0,0.0,3,[],root,1620579759
41863,kworker/u9:2,2021-05-09 18:57:36,4,0.0,-20,0.0,1,[],root,1620579773
3658,gnome-control-center,2021-05-08 11:22:34,4,0.7,0,44023808.0,15,"[3895, 3896]",ramos,1620579921
3895,WebKitWebProcess,2021-05-08 11:22:49,4,1.1,0,122343424.0,16,[],ramos,1620579921
3896,WebKitNetworkProcess,2021-05-08 11:22:49,4,0.1,0,14491648.0,14,[],ramos,1620579921
4272,chrome,2021-05-08 11:23:44,4,0.1,0,33419264.0,11,[],ramos,1620579921
5538,chrome,2021-05-08 11:38:10,4,60.8,0,220381184.0,16,[],ramos,1620579921
11512,chrome,2021-05-08 19:30:33,4,0.1,0,19288064.0,11,[],ramos,1620579921
11537,chrome,2021-05-08 19:30:40,4,0.5,0,11112448.0,11,[],ramos,1620579921
20212,bash,2021-05-09 11:32:55,4,0.0,0,2424832.0,1,[],ramos,1620579921
20748,chrome,2021-05-09 11:35:07,4,4.0,0,44855296.0,12,[],ramos,1620579921
20793,chrome,2021-05-09 11:35:10,4,0.1,0,5861376.0,11,[],ramos,1620579921
20804,chrome,2021-05-09 11:35:10,4,0.2,0,31567872.0,14,[],ramos,1620579921
20816,chrome,2021-05-09 11:35:11,4,0.1,0,6946816.0,11,[],ramos,1620579921
20828,chrome,2021-05-09 11:35:11,4,0.2,0,16437248.0,11,[],ramos,1620579921
20848,chrome,2021-05-09 11:35:12,4,0.3,0,49111040.0,12,[],ramos,1620579921
21052,chrome,2021-05-09 11:37:08,4,0.1,0,34390016.0,11,[],ramos,1620579921
21251,chrome,2021-05-09 11:38:12,4,0.1,0,5373952.0,11,[],ramos,1620579921
21838,chrome,2021-05-09 11:38:49,4,0.3,0,11853824.0,11,[],ramos,1620579921
23450,chrome,2021-05-09 11:44:40,4,0.1,0,17334272.0,11,[],ramos,1620579921
23547,chrome,2021-05-09 11:45:52,4,0.1,0,19189760.0,11,[],ramos,1620579921
23559,chrome,2021-05-09 11:45:53,4,0.1,0,20090880.0,11,[],ramos,1620579921
23652,chrome,2021-05-09 11:46:14,4,0.1,0,11808768.0,11,[],ramos,1620579921
23667,chrome,2021-05-09 11:46:21,4,0.1,0,7929856.0,11,[],ramos,1620579921
25886,chrome,2021-05-09 12:05:55,4,0.2,0,120377344.0,14,[],ramos,1620579921
26382,chrome,2021-05-09 12:24:42,4,0.2,0,39215104.0,11,[],ramos,1620579921
26404,chrome,2021-05-09 12:24:52,4,0.1,0,33009664.0,11,[],ramos,1620579921
26541,eog,2021-05-09 12:26:45,4,0.1,0,22974464.0,6,[],ramos,1620579921
30455,chrome,2021-05-09 13:47:18,4,0.2,0,31199232.0,12,[],ramos,1620579921
